30800.0000,0%
30850.0000,0%
31300.0000,-1%
31350.0000,-1%
31800.0000,-3%
31700.0000,-2%
29900.0000,2%
30050.0000,2%
29350.0000,4%
29250.0000,5%
29300.0000,4%
29800.0000,3%
30200.0000,1%
29900.0000,2%
29150.0000,5%
29550.0000,4%
29500.0000,4%
29650.0000,3%
29650.0000,3%
29500.0000,4%
29300.0000,4%
29500.0000,4%
29400.0000,4%
28900.0000,6%
29450.0000,4%
29400.0000,4%
29700.0000,3%
30500.0000,0%
29100.0000,5%
28900.0000,6%
29050.0000,5%
29500.0000,4%
29000.0000,5%
28700.0000,6%
30250.0000,1%
29900.0000,2%
30550.0000,0%
30400.0000,1%
30550.0000,0%
30500.0000,0%
30750.0000,0%
30750.0000,0%
31400.0000,-1%
31550.0000,-2%
32300.0000,-4%
34000.0000,-10%
33800.0000,-9%
33800.0000,-9%
32900.0000,-6%
32400.0000,-5%
31900.0000,-3%
31600.0000,-2%
31950.0000,-3%
31650.0000,-2%
32200.0000,-4%
30250.0000,1%
30750.0000,0%
31150.0000,-1%
30900.0000,0%
30300.0000,1%
30500.0000,0%
31000.0000,0%
30400.0000,1%
31200.0000,-1%
31100.0000,0%
31100.0000,0%
30300.0000,1%
30350.0000,1%
29600.0000,3%
29900.0000,2%
30000.0000,2%
29350.0000,4%
29900.0000,2%
30650.0000,0%
31050.0000,0%
30850.0000,0%
31100.0000,0%
31900.0000,-3%
31350.0000,-1%
31650.0000,-2%
30800.0000,0%
31750.0000,-3%
32400.0000,-5%
32800.0000,-6%
33250.0000,-7%
34200.0000,-11%
34300.0000,-11%
37350.0000,-21%
36300.0000,-17%
36050.0000,-17%
35950.0000,-16%
36700.0000,-19%
36350.0000,-18%
37000.0000,-20%
35700.0000,-15%
36500.0000,-18%
37800.0000,-22%
38900.0000,-26%
38500.0000,-25%
36550.0000,-18%
37100.0000,-20%
37550.0000,-21%
37250.0000,-20%
38050.0000,-23%
36700.0000,-19%
36500.0000,-18%
36400.0000,-18%
36650.0000,-18%
36900.0000,-19%
37250.0000,-20%
37400.0000,-21%
38150.0000,-23%
37250.0000,-20%
37600.0000,-22%
34900.0000,-13%
36700.0000,-19%
36500.0000,-18%
35400.0000,-14%
33950.0000,-10%
33300.0000,-8%
32600.0000,-5%
32600.0000,-5%
32050.0000,-4%
30200.0000,1%
30050.0000,2%
28850.0000,6%
29100.0000,5%
29100.0000,5%
29250.0000,5%
29450.0000,4%
29500.0000,4%
29100.0000,5%
28800.0000,6%
28800.0000,6%
29050.0000,5%
29700.0000,3%
29900.0000,2%
30400.0000,1%
30000.0000,2%
29600.0000,3%
29400.0000,4%
29850.0000,3%
31400.0000,-1%
31200.0000,-1%
30200.0000,1%
29900.0000,2%
29800.0000,3%
30600.0000,0%
30850.0000,0%
30800.0000,0%
30500.0000,0%
30900.0000,0%
30400.0000,1%
30850.0000,0%
30100.0000,2%
29850.0000,3%
29800.0000,3%
30350.0000,1%
30150.0000,2%
30250.0000,1%
30250.0000,1%
30100.0000,2%
30450.0000,1%
29200.0000,5%
29000.0000,5%
29400.0000,4%
29300.0000,4%
29500.0000,4%
28900.0000,6%
28050.0000,8%
28000.0000,9%
28200.0000,8%
27850.0000,9%
28250.0000,8%
28000.0000,9%
27900.0000,9%
28450.0000,7%
28400.0000,7%
28600.0000,7%
27900.0000,9%
28050.0000,8%
27700.0000,10%
27400.0000,11%
27300.0000,11%
27650.0000,10%
28550.0000,7%
28450.0000,7%
28700.0000,6%
28100.0000,8%
28400.0000,7%
28200.0000,8%
27850.0000,9%
28450.0000,7%
28050.0000,8%
29150.0000,5%
29350.0000,4%
29450.0000,4%
28900.0000,6%
29000.0000,5%
29550.0000,4%
30200.0000,1%
31050.0000,0%
30650.0000,0%
30250.0000,1%
30400.0000,1%
31750.0000,-3%
32500.0000,-5%
32050.0000,-4%
31250.0000,-1%
31550.0000,-2%
31200.0000,-1%
30850.0000,0%
31950.0000,-3%
32000.0000,-3%
32100.0000,-4%
31600.0000,-2%
32100.0000,-4%
31650.0000,-2%
